timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,MACD,MACD_SIGNAL,MACD_HIST
2025-10-05 20:30:00+08:00,123081.50,123188.00,122914.30,123035.80,1128.496,2025-10-05 20:59:59.999000+08:00,138881156.93990,40566,594.656,73185862.39670,0,249.35947577095067,661.6735997432729,-412.31412397232225
2025-10-05 21:00:00+08:00,123035.90,123281.10,123012.30,123242.50,1212.482,2025-10-05 21:29:59.999000+08:00,149353236.04240,40855,663.412,81720025.27710,0,204.92798915946332,570.324477626511,-365.3964884670477
2025-10-05 21:30:00+08:00,123242.50,123295.00,123050.60,123120.00,1054.287,2025-10-05 21:59:59.999000+08:00,129876975.84370,35474,413.322,50917878.73310,0,158.00955390364106,487.861492881937,-329.85193897829595
2025-10-05 22:00:00+08:00,123119.90,123288.60,123086.70,123152.90,903.730,2025-10-05 22:29:59.999000+08:00,111330413.21240,33569,438.304,53994855.08520,0,122.07391882964293,414.7039780714782,-292.6300592418353
2025-10-05 22:30:00+08:00,123152.80,123182.40,122684.90,122983.40,2892.227,2025-10-05 22:59:59.999000+08:00,355376085.87360,66218,1044.013,128289875.00790,0,79.00669569383899,347.5645215959504,-268.5578259021114
2025-10-05 23:00:00+08:00,122983.20,122983.20,122773.80,122842.50,971.371,2025-10-05 23:29:59.999000+08:00,119362191.59150,34403,456.271,56064152.47660,0,33.124322061019484,284.6764816889642,-251.55215962794472
2025-10-05 23:30:00+08:00,122842.50,122864.60,122600.00,122753.00,1697.894,2025-10-05 23:59:59.999000+08:00,208395268.86630,47334,723.700,88833904.74750,0,-10.340492859962978,225.67308677917876,-236.01357963914174
2025-10-06 00:00:00+08:00,122752.90,123067.60,122722.20,122912.30,1811.752,2025-10-06 00:29:59.999000+08:00,222750869.08070,48529,1082.330,133066883.22390,0,-31.56859010165499,174.224751403012,-205.79334150466698
2025-10-06 00:30:00+08:00,122912.30,123295.00,122160.00,123210.10,7232.433,2025-10-06 00:59:59.999000+08:00,887597918.78420,128704,3004.870,368950386.51180,0,-24.084408851107582,134.5629193521881,-158.64732820329567
2025-10-06 01:00:00+08:00,123210.00,123422.00,123111.00,123138.70,3354.706,2025-10-06 01:29:59.999000+08:00,413580446.29550,76002,1451.625,178977978.89850,0,-23.641994380159304,102.92193660571861,-126.56393098587792
2025-10-06 01:30:00+08:00,123138.60,123138.70,122840.90,123013.90,1440.437,2025-10-06 01:59:59.999000+08:00,177172125.98380,47408,548.140,67413842.85100,0,-32.98150447408261,75.74124838975837,-108.72275286384098
2025-10-06 02:00:00+08:00,123013.80,123123.40,122814.70,122997.90,1473.048,2025-10-06 02:29:59.999000+08:00,181098337.58970,51734,876.939,107813399.61240,0,-41.1992801377055,52.35314268426559,-93.55242282197109
2025-10-06 02:30:00+08:00,122997.90,123166.70,122909.40,122963.50,1373.852,2025-10-06 02:59:59.999000+08:00,169022750.37300,40047,718.805,88436334.38110,0,-49.91236044240941,31.90004205893059,-81.81240250134
2025-10-06 03:00:00+08:00,122963.50,122982.90,122568.00,122795.90,1796.398,2025-10-06 03:29:59.999000+08:00,220510385.05710,47753,881.778,108232860.43720,0,-69.5398466020124,11.61206432674199,-81.15191092875439
2025-10-06 03:30:00+08:00,122796.00,122842.20,122442.60,122550.40,1522.585,2025-10-06 03:59:59.999000+08:00,186650093.05510,46760,544.631,66767670.85190,0,-103.70907539826294,-11.452163618258997,-92.25691178000395
2025-10-06 04:00:00+08:00,122550.50,122754.00,122425.70,122696.60,1106.598,2025-10-06 04:29:59.999000+08:00,135665361.78720,41140,639.141,78363659.23980,0,-117.63529083238973,-32.688789061085146,-84.94650177130458
2025-10-06 04:30:00+08:00,122696.70,123023.90,122648.50,122648.50,1339.784,2025-10-06 04:59:59.999000+08:00,164608173.03240,39639,785.870,96557747.63240,0,-131.04260730263195,-52.35955270939451,-78.68305459323744
2025-10-06 05:00:00+08:00,122648.10,122751.60,122474.30,122629.50,896.132,2025-10-06 05:29:59.999000+08:00,109859454.76080,28262,412.759,50606675.27500,0,-141.5692215479503,-70.20148647710566,-71.36773507084463
